"ROOMID","SITEID","NAME","CATEGORY","TYPE","CLASSIFICATION","ROOMGRPCODE","ZONE","CAPACITY","PREFMIN","PREFMAX","DEPTID","ROOMAREA","DYNAFILL","SETID","UNIQUEFIELD","LINKCODE","CAMPUSID"
"HUBSCTR10","221","Archway - Holborn Union - Skills Centre - Rm 10","WHH","WB","CR","","N",10,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"124C","067","Christopher Ingold 124c - Office","SNR","DB","OF","","N",5,,,"CHEMS_MAP",-1,"N","LIVE-15-16","","CINGL_","X01"
"HUBSCTR2","221","Archway - Holborn Union - Skills Centre - Rm 2","WHH","WB","CR","","N",18,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"RYLFRDS2","281","Royal Free Hospital - Room 7 (prev. DS2)","RFH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-15-16","","ROYAL_","X03"
"WLFHS01","049","Wolfson House Library","SNR","DB","MR","","N",0,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","WOLFS_","X01"
"G08","005","Wilkins South Cloisters","REC","CB","SS","","YN",240,,,"ESTDV_ADM",235.899994,"N","LIVE-15-16","","WILKN_","X01"
"B07","235","Chandler B07","MEI","DB","LA","","YN",25,,30,"PSYLA_BRN",-1,"N","LIVE-15-16","","CHAND_","X01"
"UB8","045","Roberts UB8","REC","DB","CR","","N",25,,,"BENGN_ENG",-1,"N","LIVE-15-16","","RBRTS_","X01"
"1249","085","Bedford Way Language Laboratory","SNR","DB","OF","","N",20,,,"LANGC_ART",-1,"N","LIVE-15-16","","BEDFD_","X01"
"B11","086","Torrington (1-19)  AV Store B11","SNR","DB","ER","","N",,,,"ISDME_ADM",4,"N","LIVE-15-16","","TORPL19_","X01"
"102","086","Torrington (1-19) 102 Statistics Lecture Room","SNR","DB","LT","","N",36,,,"STATS_MAP",-1,"N","LIVE-15-16","","TORPL19_","X01"
"DX15","041","Petrie Museum","REC","DB","LA","","N",20,,,"ARCLG_SHS",-1,"N","LIVE-15-16","","DX15","X01"
"124","045","Roberts Building Personal Tutors Office","REC","DB","OF","","N",4,,,"BENGN_ENG",-1,"N","LIVE-17-18","","RBRTS_","X01"
"HUBAV1","221","Archway - Holborn Union - AV Office","WHH","DB","ER","","N",0,,,"ISDME_ADM",1,"N","LIVE-15-16","","HOLBU_","X03"
"HUBAV2","221","Archway - Holborn Union - AV Store","WHH","DB","ER","","N",0,,,"ISDME_ADM",1,"N","LIVE-15-16","","HOLBU_","X03"
"G03","120","Mill Hill - North Wing Observatory","ACO","DB","CR","","N",5,,,"PHYSA_MAP",-1,"N","LIVE-15-16","","MHILL_","X04"
"G05","120","Mill Hill - South Wing Observatory","ACO","DB","CR","","N",5,,,"PHYSA_MAP",-1,"N","LIVE-15-16","","MHILL_","X04"
"HUBSCTW","221","Archway - Holborn Union - Skills Centre - Rm 5","WHH","WB","CR","","N",18,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"007","012","South Wing Natural Sciences Common Room","REC","DB","SS","","N",30,,,"PHYSA_MAP",-1,"N","LIVE-15-16","","SWING_","X01"
"125","045","Roberts Building Tutor's Office","REC","DB","OF","","N",4,,,"ELECN_ENG",-1,"N","LIVE-17-18","","RBRTS_","X01"
"E28","002","Gordon Street (25) E28 Harrie Massey LT","REC","CB","LT","","YP",150,,,"ESTDV_ADM",144.509995,"N","LIVE-17-18","","GRDST25_","X01"
"UB16","045","Roberts Building UB16","REC","DB","CR","","N",,,,"MECHN_ENG",39.4000015,"N","LIVE-17-18","","RBRTS_","X01"
"131","016","Medical Sciences 131 A V Hill LT","REC","CB","LT","","YP",176,,,"ESTDV_ADM",170.929993,"N","LIVE-17-18","","MEDSC_","X01"
"G29","016","Anatomy G29 J Z Young LT","REC","CB","LT","","YP",186,,,"ESTDV_ADM",172.100006,"N","LIVE-17-18","","MEDSC_G29","X01"
"SB1","363","Tottenham Court Road (188) Room 01","SNR","CB","CR","","NN",34,,,"ESTDV_ADM",65.3000031,"N","LIVE-17-18","","TOTCR188_","X01"
"SB3","363","Tottenham Court Road (188) Room 03","SNR","CB","CR","","NN",28,,,"ESTDV_ADM",73,"N","LIVE-17-18","","TOTCR188_","X01"
"SB4","363","Tottenham Court Road (188) Room 04","SNR","CB","CR","","NN",44,,,"ESTDV_ADM",94.3000031,"N","LIVE-17-18","","TOTCR188_","X01"
"SB2","363","Tottenham Court Road (188) Room 02","SNR","CB","CR","","NN",28,,,"ESTDV_ADM",68.6999969,"N","LIVE-17-18","","TOTCR188_","X01"
"SB5","363","Tottenham Court Road (188) Room 05","SNR","CB","CR","","NN",64,,,"ESTDV_ADM",139.100006,"N","LIVE-17-18","","TOTCR188_","X01"
"BASE KX","CAMLEY","Base KX","EXT","DB","CR","","",60,,,"ESTPP_ADM",-1,"N","LIVE-17-18","","","X06"
"ICHD","240","ICH - Wolfson Centre Room D (Ground Floor)","CHH","DB","MR","","YP",16,,,"CHILD_PHS",-1,"N","LIVE-17-18","","","X05"
"B14","004","Slade School - North Wing B14","SNR","DB","STU","","",5,,,"SLADE_ART",144.300003,"N","LIVE-17-18","","","X01"
"ICHI","240","ICH - Wolfson Centre Room I (1st Floor)","CHH","DB","PC1","","YN",20,,,"CHILD_PHS",-1,"N","LIVE-17-18","","","X05"
"420","162","IOE - Bedford Way (20) - 420 - Committee Room 3","SNR","CB","CR","","YN",15,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"ICHJ","240","ICH - Wolfson Centre Room J (1st Floor)","CHH","DB","CR","","YA",12,,,"CHILD_PHS",-1,"N","LIVE-17-18","","","X05"
"ICHJ","240","ICH - Wolfson Centre Room J (1st Floor)","CHH","DB","MR","","YA",8,,,"CHILD_PHS",0,"N","LIVE-17-18","1","","X05"
"418","162","IOE - Bedford Way (20) - 418 - Committee Room 2","SNR","CB","CR","","YN",25,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"418","162","IOE - Bedford Way (20) - 418 - Committee Room 2","SNR","CB","TH","","YN",35,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"420","162","IOE - Bedford Way (20) - 420 - Committee Room 3","SNR","CB","CFE","","YN",12,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"B09","378","Inst Neurology - Queen Square (33) Basement Lecture Theatre","NEU","DB","LT","","N",220,,,"NEURO_BRN",-1,"N","LIVE-17-18","","ION","X05"
"17213","307","Inst Neurology - Queen Square (7) First Floor Seminar Room","NEU","DB","CR","","N",25,,,"NEURO_BRN",-1,"N","LIVE-17-18","","ION","X05"
"HUBLBY","221","Archway - Holborn Union - Library - Meeting Rm","WHH","WB","MR","","N",10,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"401","246","Inst Neurology - 12 Queen Square 401","NEU","DB","CR","","",65,,,"NEURO_BRN",72.4199982,"N","LIVE-17-18","","","X05"
"G02","400","Bidborough House G02","SNR","DB","MR","","NN",8,,,"LAWSD_LAW",-1,"N","LIVE-17-18","","",""
"106","307","Inst Neurology - Queen Square (7) 106 -  First Floor Public Cluster","NEU","DB","PC1","","N",18,,,"NEURO_BRN",-1,"N","LIVE-17-18","","ION","X05"
"FH03","FH","Friends House Drayton Room 3","EXT","DB","CR","","N",12,,,"LAWSD_LAW",-1,"N","LIVE-17-18","","","X06"
"188","005","Wilkins Flaxman Gallery","REC","DB","LB","","N",25,,,"LIBRY_ADM",-1,"N","LIVE-15-16","","WILKN_","X01"
"FUR639","227","Archway - 639 Furnival","WHH","WB","CR","","N",35,,,"EXWRBO",-1,"N","LIVE-15-16","","FURNV_","X03"
"FUR410","227","Archway - Furnival - CAL Rm","WHH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-15-16","","FURNV_","X03"
"FURCOF","227","Archway - Furnival - Meeting Rm","WHH","WB","MR","","N",18,,,"EXWRBO",-1,"N","LIVE-15-16","","FURNV_","X03"
"G07","025","Gordon Square (25) G07","REC","DB","OF","","N",12,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","GRDSQ25_","X01"
"CHHPPR","221","Archway - 234 Holborn Union (formerly Health & Performance - Prac Rm)","WHH","WB","CR","","N",60,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"EFB001","222","Archway - G05 Estates & Facilities (formerly Rm 1)","WHH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-15-16","","ESTAT_","X03"
"CHHPSR2","221","Archway - 236 Holborn Union (formerly Health & Performance - Rm 2)","WHH","WB","CR","","N",25,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"CHHPSR1","221","Archway - 235 Holborn Union (formerly Health & Performance - Rm 1)","WHH","WB","CR","","N",25,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"CHHPSR3","221","Archway - 241 Holborn Union (formerly Health & Performance - Rm 3)","WHH","WB","CR","","N",20,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"CHHPSR5","221","Archway - 243 Holborn Union (formerly Health & Performance - Rm 5)","WHH","WB","CR","","N",20,,,"EXWRBO",-1,"N","LIVE-15-16","","HOLBU_","X03"
"706","086","Torrington (1-19) 706","SNR","DB","MR","","N",4,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"307","025","Gordon Square (25) 307","REC","DB","OF","","N",10,,,"HISTR_SHS",-1,"N","LIVE-15-16","","GRDSQ25_","X01"
"707","086","Torrington (1-19) 707","SNR","DB","MR","","N",4,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"716","086","Torrington (1-19) 716","SNR","DB","MR","","N",6,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"803","086","Torrington (1-19) 803","SNR","DB","MR","","N",12,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"804","086","Torrington (1-19) 804","SNR","DB","MR","","N",5,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"805","086","Torrington (1-19) 805","SNR","DB","MR","","N",4,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"806","086","Torrington (1-19) 806","SNR","DB","MR","","N",4,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"807","086","Torrington (1-19) 807","SNR","DB","MR","","N",4,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"808","086","Torrington (1-19) 808","SNR","DB","MR","","N",4,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"813","086","Torrington (1-19) 813","SNR","DB","MR","","N",12,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","TORPL19_","X01"
"G40","016","Medical Sciences G40","REC","DB","CR","","N",30,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","MEDSC_","X01"
"114","044","Darwin 114","REC","DB","CR","","N",15,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"B50","090","Archaeology B50","SNR","DB","LA","","N",15,,,"ARCLG_SHS",-1,"N","LIVE-15-16","","IARCH_","X01"
"B58","090","Archaeology B58","SNR","DB","LA","","N",20,,,"ARCLG_SHS",-1,"N","LIVE-15-16","","IARCH_","X01"
"HUBLIT","221","Archway - Holborn Union - Library - IT Training Rm","WHH","WB","CR","","N",18,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"116","086","Torrington (1-19) 116","SNR","DB","LB","","N",16,,,"STATS_MAP",-1,"N","LIVE-17-18","","TORPL19_","X01"
"123","086","Torrington (1-19) 123 Statistics Postgraduate Study Room","SNR","DB","CR","","N",10,,,"STATS_MAP",0,"N","LIVE-17-18","","TORPL19_","X01"
"B16","086","Torrington (1-19) B16","SNR","DB","OF","","N",,,,"ISDME_ADM",-1,"N","LIVE-17-18","","TORPL19_","X01"
"B15","086","Torrington (1-19) B15","SNR","DB","CR","","N",9,,,"ISDME_ADM",-1,"N","LIVE-17-18","","TORPL19_","X01"
"G32","086","Torrington (1-19) G32","SNR","DB","MR","","N",15,,,"CALTG_SHS",-1,"N","LIVE-17-18","","TORPL19_","X01"
"G10","307","Inst Neurology - Queen Square (7) G10 -  Ground Floor Public Cluster","NEU","DB","PC1","","N",20,,,"NEURO_BRN",-1,"N","LIVE-17-18","","ION","X05"
"17213","247","Inst Neurology - Queen Square (8-11) MRC Neuromuscular Meeting Room","NEU","DB","CR","","N",20,,,"NEURO_BRN",-1,"N","LIVE-17-18","","ION","X05"
"STC","267","Inst of Orth -Research Block Student Centre","","DB","CR","","",60,,,"SUR01_BMS",-1,"N","LIVE-17-18","","","X04"
"311","024","Gordon Square (26) 311","REC","DB","OF","","N",5,,,"HISTR_SHS",-1,"N","LIVE-17-18","","GRDSQ26_","X01"
"HUBSCCA","221","Archway - Holborn Union - Skills Centre - Rm 3","WHH","WB","CR","","N",18,,,"EXWRBO",-1,"N","LIVE-17-18","","HOLBU_","X03"
"DMSR","224","Archway - Clerkenwell - Medicine - Seminar Rm","WHH","WB","MR","","N",15,,,"EXWRBO",-1,"N","LIVE-17-18","","CLERK_","X03"
"CHA01","226","Archway - Charterhouse - Second Floor - Rm 1","WHH","WB","CR","","N",25,,,"EXWRBO",-1,"N","LIVE-17-18","","CHART_","X03"
"CHA02","226","Archway - Charterhouse - Second Floor - Rm 2","WHH","WB","CR","","N",0,,,"EXWRBO",-1,"N","LIVE-17-18","","CHART_","X03"
"CHAFRM01","CHAFRM","Chase Farm Hospital - Rm 1","CFH","WB","CR","","N",20,,,"EXWRBO",-1,"N","LIVE-17-18","","CHASE_","X03"
"CHAFRM02","CHAFRM","Chase Farm Hospital - Rm 2","CFH","WB","CR","","N",15,,,"EXWRBO",-1,"N","LIVE-17-18","","CHASE_","X03"
"503","085","Bedford Way 503","SNR","DB","CR","","NN",10,,,"PSYLA_BRN",-1,"N","LIVE-15-16","","BEDFD_","X01"
"G16","044","Darwin G16","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"210","024","Gordon Square (26) 210","REC","DB","OF","","N",10,,,"HISTR_SHS",-1,"N","LIVE-15-16","","GRDSQ26_","X01"
"212","024","Gordon Square (26) 212","REC","DB","OF","","N",15,,,"HISTR_SHS",-1,"N","LIVE-15-16","","GRDSQ26_","X01"
"604","044","Darwin 604","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"205","087","Gower Street (66-72) Access Grid Studio 205","SNR","DB","CR","","N",20,,,"ISDDV_ADM",-1,"N","LIVE-15-16","","GOWST66_","X01"
"313","024","Gordon Square (26) 313","REC","DB","OF","","N",15,,,"HISTR_SHS",-1,"N","LIVE-15-16","","GRDSQ26_","X01"
"636","044","Darwin 636","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"416","044","Darwin 416","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"412","045","Roberts 412","REC","DB","OF","","N",10,,,"MECHN_ENG",-1,"N","LIVE-15-16","","RBRTS_","X01"
"503A","045","Roberts 503a","REC","DB","CR","","Y",20,,,"MECHN_ENG",-1,"N","LIVE-15-16","","RBRTS_","X01"
"503C","045","Roberts 503c","REC","DB","CR","","N",20,,,"MECHN_ENG",-1,"N","LIVE-15-16","","RBRTS_","X01"
"205A","044","Darwin 205A","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"202A","044","Darwin 202A","REC","DB","OF","","N",6,,,"BIOSC_LIF",-1,"N","LIVE-15-16","","DARWN_","X01"
"610","045","Roberts 610","REC","DB","LA","","N",75,,,"ELECN_ENG",-1,"N","LIVE-15-16","","RBRTS_","X01"
"904","045","Roberts 904","REC","DB","LA","","N",20,,,"ELECN_ENG",-1,"N","LIVE-15-16","","RBRTS_","X01"
"LB21","045","Roberts LB21","REC","DB","LA","","N",50,,,"CENGN_ENG",-1,"N","LIVE-15-16","","RBRTS_","X01"
"UB8A","045","Roberts UB8a","REC","DB","CR","","N",25,,,"BENGN_ENG",-1,"N","LIVE-15-16","","RBRTS_","X01"
"B08","257","Charles Bell B08 (Studio Area)","CLM","DB","ER","","N",,,,"ISDME_ADM",-1,"N","LIVE-15-16","","CBELL_","X01"
"B11","257","Charles Bell B11 (Store)","CLM","DB","ER","","N",,,,"ISDME_ADM",-1,"N","LIVE-15-16","","CBELL_","X01"
"23","012","South Wing 23","REC","DB","CR","","N",24,,,"EARTH_MAP",-1,"N","LIVE-15-16","","SWING_","X01"
"G05","257","Charles Bell G05 (Main Office)","CLM","DB","OF","","N",,,,"ISDME_ADM",-1,"N","LIVE-15-16","","CBELL_","X01"
"G07","257","Charles Bell G07 (Comms Room)","CLM","DB","ER","","N",,,,"ISDME_ADM",-1,"N","LIVE-15-16","","CBELL_","X01"
"G11","257","Charles Bell G11 (Edit Suite)","CLM","DB","ER","","N",,,,"ISDME_ADM",-1,"N","LIVE-15-16","","CBELL_","X01"
"G12","257","Charles Bell G12 (Workshop)","CLM","DB","ER","","N",,,,"ISDME_ADM",-1,"N","LIVE-15-16","","CBELL_","X01"
"G13","257","Charles Bell G13 (Director's Office)","CLM","DB","OF","","N",,,,"ISDME_ADM",-1,"N","LIVE-15-16","","CBELL_","X01"
"42","012","South Wing 42","REC","DB","CR","","N",16,,,"EARTH_MAP",-1,"N","LIVE-15-16","","SWING_","X01"
"44","012","South Wing 44","REC","DB","CR","","N",36,,,"EARTH_MAP",-1,"N","LIVE-15-16","","SWING_","X01"
"G14","257","Charles Bell G14 (Meeting Room)","CLM","DB","MR","","N",,,,"ISDME_ADM",-1,"N","LIVE-15-16","","CBELL_","X01"
"101","067","Christopher Ingold 101- Graham Laboratory","SNR","DB","LA","","N",72,,,"CHEMS_MAP",-1,"N","LIVE-15-16","","CINGL_","X01"
"101","377","Tavistock (34) 101","SNR","DB","LT","","N",40,,,"DEVPU_BEN",-1,"N","LIVE-15-16","","TAVSQ34_","X01"
"133","040","Foster Court 133","REC","DB","OF","","N",10,,,"FRENC_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"139","040","Foster Court 139","REC","DB","OF","","N",10,,,"FRENC_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"201","040","Foster Court 201","REC","DB","OF","","N",15,,14,"ENGLS_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"239","040","Foster Court 239","REC","DB","CR","","N",20,,,"ENGLS_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"311","040","Foster Court 311","REC","DB","CR","","N",10,,,"SPANS_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"314","040","Foster Court 314","REC","DB","CR","","N",12,,,"SPANS_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"321","040","Foster Court 321","REC","DB","OF","","N",10,,,"HEBRW_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"201","377","Tavistock (34) 201","SNR","DB","CR","","N",15,,,"DEVPU_BEN",-1,"N","LIVE-15-16","","TAVSQ34_","X01"
"B01","377","Tavistock (34) B01","SNR","DB","CR","","N",15,,,"DEVPU_BEN",-1,"N","LIVE-15-16","","TAVSQ34_","X01"
"324","040","Foster Court 324","REC","DB","OF","","N",5,,,"HEBRW_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"331","040","Foster Court 331","REC","DB","CR","","N",15,,,"HEBRW_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"351","040","Foster Court 351","REC","DB","CR","","N",15,,,"ITALN_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"362","040","Foster Court 362","REC","DB","MR","","N",7,,,"ITALN_ART",-1,"N","LIVE-15-16","","FOSTR_","X01"
"B29A","040","Foster Court B29A","REC","DB","MR","","N",6,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","FOSTR_","X01"
"B29B","040","Foster Court B29B","REC","DB","MR","","N",6,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","FOSTR_","X01"
"421","162","IOE - Bedford Way (20) - 421 - Nunn Hall","SNR","CB","CR","","YN",50,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"504","087","Gower Street (66-72) 504","SNR","DB","LT","","N",44,,,"MECHN_ENG",-1,"N","LIVE-17-18","","GOWST66_","X01"
"G2","087","Gower Street (66-72) G2","SNR","DB","SS","","N",45,,,"ELECN_ENG",-1,"N","LIVE-17-18","","GOWST66_","X01"
"016","267","Inst of Orth -Research Block  16","","DB","LB","","",8,,,"SUR01_BMS",-1,"N","LIVE-17-18","","","X04"
"019c","267","Inst of Orth -Research Block 19c","","DB","LB","","",8,,,"SUR01_BMS",-1,"N","LIVE-17-18","","","X04"
"419","162","IOE - Bedford Way (20) - 419","SNR","CB","MR","","YN",2,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"420","162","IOE - Bedford Way (20) - 420 - Committee Room 3","SNR","CB","TH","","YN",20,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"320","040","Foster Court 320","REC","DB","OF","","N",10,,,"HEBRW_ART",-1,"N","LIVE-17-18","","FOSTR_","X01"
"421","162","IOE - Bedford Way (20) - 421 - Nunn Hall","SNR","CB","CFE","","YN",60,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"421","162","IOE - Bedford Way (20) - 421 - Nunn Hall","SNR","CB","TH","","YN",100,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"ICHPUC","238","PUW Circulation Area","CHH","DB","SS","","NN",70,,,"CHILD_PHS",-1,"N","LIVE-17-18","","","X05"
"M43","267","Inst of Orth - Research Block M43","","DB","LA","","",,,,"SUR01_BMS",11.8999996,"N","LIVE-17-18","","","X04"
"401","162","IOE - Bedford Way (20) - 401","SNR","CB","MR","","YN",8,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"ICHC","240","ICH Wolfson Centre Room C (Ground Floor)","CHH","DB","CR","","YA",36,,,"CHILD_PHS",-1,"N","LIVE-17-18","","","X05"
"ICHC","240","ICH Wolfson Centre Room C (Ground Floor)","CHH","DB","MR","","YA",24,,,"CHILD_PHS",0,"N","LIVE-17-18","1","","X05"
"PC2","162","IOE - Bedford Way (20) - 425 - PC Lab 2","SNR","CB","PC1","","YN",25,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"218","040","Foster Court 218","REC","DB","CR","","N",20,,,"ESTDV_ADM",37.7599983,"N","LIVE-17-18","","FOSTR_","X01"
"1.33","318","Hampstead Road (140) 1.33","SNR","DB","CR","","N",24,,,"BSARC_BEN",-1,"N","LIVE-17-18","","","X01"
"220","040","Foster Court 220","REC","DB","CR","","N",20,,,"ESTDV_ADM",37.2799988,"N","LIVE-17-18","","FOSTR_","X01"
"203","035","Gordon Square (16-18) 203","REC","DB","CR","","N",10,,,"SCAND_ART",-1,"N","LIVE-17-18","","GRDSQ16_","X01"
"R107","162","IOE - Bedford Way (20) R107","EXT","DB","LA","","",,,,"EDUCA_IOE",40.7000008,"N","LIVE-17-18","","","X01"
"207","035","Gordon Square (16-18) 207","REC","DB","CR","","N",10,,,"SCAND_ART",-1,"N","LIVE-17-18","","GRDSQ16_","X01"
"G10","005","Wilkins Provost's Dining Room","REC","DB","CF","","N",14,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","WILKN_","X01"
"BMAGH","BMA","BMA Great Hall","EXT","DB","CR","","N",100,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","","X06"
"B05B","044","Darwin B.05c","REC","DB","CR","","N",20,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","DARWN_","X01"
"BLIBA","BLIB","British Library Auditorium","EXT","DB","LT","","N",160,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","","X06"
"210","035","Gordon Square (16-18) 210","REC","DB","CR","","N",10,,,"SCAND_ART",-1,"N","LIVE-17-18","","GRDSQ16_","X01"
"113","350","Malet Place Eng 1.13","REC","DB","OF","","N",16,,,"ESTDV_ADM",32.7999992,"N","LIVE-15-16","","MALET_","X01"
"211","035","Gordon Square (16-18) 211","REC","DB","CR","","N",10,,,"SCAND_ART",-1,"N","LIVE-17-18","","GRDSQ16_","X01"
"803","162","IOE - Bedford Way (20) - 803","SNR","CB","CFE","","YN",12,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"G11","201","Rockefeller G11 - Public Cluster","CLU","DB","PC1","","N",21,,21,"ESTDV_ADM",26.7000008,"N","LIVE-15-16","","ROCKF_","X01"
"803","162","IOE - Bedford Way (20) - 803","SNR","CB","CR","","YN",10,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"501","090","Archaeology 501 - Public Cluster","SNR","CB","PC1","","YN",11,,12,"ESTDV_ADM",28.1000004,"N","LIVE-17-18","","IARCH_","X01"
"B04","235","Chandler B04","MEI","DB","SS","","YN",50,,,"PSYLA_BRN",20.8999996,"N","LIVE-15-16","","CHAND_","X01"
"G01","047","Torrington (33-35) G01","REC","DB","MR","","N",10,,,"SECUR_ENG",-1,"N","LIVE-15-16","","","X01"
"302","087","Gower Street (66-72) 302","SNR","DB","CR","","N",78,,,"ELECN_ENG",136.5,"N","LIVE-17-18","","GOWST66_","X01"
"WLF208","049","Wolfson House 208","EXT","DB","LA","","",6,,,"MPHYS_ENG",25,"N","LIVE-17-18","","","X01"
"B25","026","Gordon Square (24) B25","REC","DB","SS","","N",15,,,"HISTR_SHS",-1,"N","LIVE-17-18","","GRDSQ24_","X01"
"804","162","IOE - Bedford Way (20) - 804","SNR","CB","CR","","YN",48,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"803","162","IOE - Bedford Way (20) - 803","SNR","CB","TH","","YN",20,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"804","162","IOE - Bedford Way (20) - 804","SNR","CB","CFE","","YN",40,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"R109","162","IOE - Bedford Way (20) R109","EXT","DB","LA","","",,,,"EDUCA_IOE",13,"N","LIVE-17-18","","","X01"
"804","162","IOE - Bedford Way (20) - 804","SNR","CB","TH","","YN",60,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"1A11","Q001","1A11 Georgetown building","","DB","CR","","N",30,,,"UCL-Q_INT",-1,"N","LIVE-15-16","","","X07"
"805","162","IOE - Bedford Way (20) - 805","SNR","CB","CFE","","YN",10,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"805","162","IOE - Bedford Way (20) - 805","SNR","CB","MR","","YN",12,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"D3","006","Physics D3","REC","DB","CR","","N",18,,,"PHYSA_MAP",-1,"N","LIVE-15-16","","PHYSC_","X01"
"1A08","Q001","1A08 Georgetown building","","DB","LA","","N",15,,,"UCL-Q_INT",-1,"N","LIVE-15-16","","","X07"
"111","040","Foster Court 111","REC","DB","OF","","N",20,,,"ESTDV_ADM",-1,"N","LIVE-15-16","","FOSTR_","X01"
